"","x"
"104171","2"
"67612","2"
"58122","4"
"15320","4"
"36471","4"
"77288","2"
"97590","2"
"118003","2"
"32096","4"
"45965","2"
"53590","4"
"82588","4"
"116592","2"
"89268","2"
"65263","6"
"117505","4"
"90859","2"
"78853","4"
"42546","4"
"65358","4"
"23804","2"
"72096","4"
"84529","4"
"113644","2"
"12796","2"
"119518","2"
"110241","9"
"60398","11"
"27609","4"
"57103","4"
"110981","4"
"50676","2"
"107207","2"
"21141","2"
"32294","4"
"84145","2"
"62577","2"
"44991","2"
"81828","4"
"23565","4"
"85971","2"
"20782","2"
"48336","4"
"31745","4"
"50717","4"
"31544","2"
"62919","2"
"48463","2"
"6123","9"
"110284","4"
"120905","4"
"105131","2"
"80267","2"
"100165","2"
"35288","2"
"44238","2"
"110508","4"
"49124","2"
"43622","9"
"75312","4"
"93488","2"
"124207","4"
"108914","4"
"33797","4"
"67325","2"
"96164","2"
"51921","12"
"121800","12"
"316","3"
"5614","4"
"100612","2"
"20017","3"
"43346","2"
"80543","4"
"106851","2"
"36438","2"
"45894","2"
"86204","4"
"48994","2"
"119969","2"
"1982","2"
"83532","4"
"54625","2"
"11472","2"
"26941","2"
"36364","2"
"37906","2"
"69346","2"
"40684","10"
"45775","4"
"41389","2"
"49902","4"
"10649","2"
"19381","2"
"88322","2"
"58260","2"
"37250","10"
"122981","4"
"91982","4"
"112355","11"
"6285","2"
"65359","4"
"55602","2"
"117147","4"
"42603","13"
"119240","4"
"81634","2"
"44005","2"
"28848","2"
"81472","11"
"80473","10"
"104516","4"
"124661","2"
"82519","9"
"72238","2"
"59681","2"
"68273","2"
"115851","4"
"47821","2"
"124479","4"
"104234","2"
"7059","4"
"67261","2"
"91708","2"
"99129","2"
"16750","2"
"8905","4"
"61576","4"
"62763","2"
"113971","4"
"71354","2"
"121357","4"
"102552","2"
"125641","4"
"118885","2"
"37956","4"
"103893","2"
"4355","2"
"70605","2"
"72260","4"
"56676","2"
"12601","2"
"87722","2"
"15231","10"
"5540","2"
"41286","2"
"46343","2"
"119839","2"
"62117","2"
"24666","4"
"71973","11"
"42508","11"
"15697","2"
"20450","12"
"7511","2"
"25109","4"
"78108","2"
"98483","4"
"103636","2"
"36332","4"
"82663","4"
"105201","2"
"122904","4"
"65717","2"
"76028","4"
"55164","2"
"8630","2"
"104576","4"
"58044","4"
"34899","2"
"4722","10"
"41706","2"
"76124","2"
"113247","4"
"95192","2"
"49964","11"
"55708","4"
"109923","2"
"72167","2"
"66522","2"
"63184","2"
"120259","3"
"46100","2"
"109922","2"
"109761","2"
"87122","2"
"124550","10"
"35069","2"
"79488","4"
"4738","6"
"18228","2"
"7862","6"
"106686","3"
"108274","2"
"25166","2"
"116862","2"
"73887","2"
"116079","4"
"44158","9"
"89884","4"
"55396","10"
"42460","4"
"99998","2"
"83407","4"
"38579","2"
"15810","2"
"20950","2"
"16160","2"
"69618","2"
"15916","2"
"45631","2"
"24635","2"
"89024","2"
"683","2"
"41362","4"
"75754","4"
"102486","9"
"104409","4"
"48717","4"
"79449","2"
"33933","2"
"103610","11"
"55777","2"
"39076","2"
"17755","9"
"110405","2"
"18852","4"
"90631","2"
"92460","4"
"53841","2"
"44014","2"
"77494","2"
"113608","4"
"25401","2"
"92302","2"
"52503","4"
"96123","2"
"3291","4"
"3574","4"
"25964","2"
"107593","4"
"41453","2"
"53609","2"
"76288","4"
"117118","2"
"28209","13"
"70850","2"
"43728","2"
"109702","2"
"93566","2"
"53239","4"
"117347","10"
"77285","2"
"35103","2"
"11701","2"
"59539","9"
"110518","4"
"61236","4"
"83087","2"
"90524","2"
"22999","2"
"884","4"
"39744","2"
"41380","9"
"47515","4"
"57383","4"
"85634","2"
"13107","2"
"99903","2"
"110127","2"
"44004","10"
"49983","10"
"123271","4"
"56501","2"
"1817","10"
"19886","10"
"11015","2"
"97770","2"
"124048","2"
"11927","4"
"123946","4"
"56475","2"
"95252","2"
"88440","2"
"121783","2"
"69119","2"
"85431","2"
"59665","4"
"79166","4"
"96253","2"
"124792","2"
"90999","2"
"2911","2"
"80964","2"
"67208","2"
"125000","2"
"96538","4"
"16721","2"
"27101","4"
"52852","2"
"40351","2"
"56440","2"
"99875","4"
"97598","10"
"99177","4"
"94217","4"
"80641","4"
"80549","4"
"70696","4"
"24764","2"
"123689","2"
"65993","9"
"97513","2"
"84626","4"
"23217","2"
"19501","2"
"107204","12"
"46267","11"
"102753","4"
"20761","4"
"23694","2"
"39188","2"
"18356","2"
"115514","2"
"24072","2"
"53724","4"
"109014","4"
"94203","2"
"88283","2"
"58430","2"
"10792","2"
"118615","4"
"110531","2"
"2168","4"
"64472","2"
"104952","2"
"12806","4"
"85167","2"
"49825","2"
"39225","2"
"25007","2"
"119645","2"
"32982","4"
"93642","4"
"29312","2"
"80139","2"
"72712","4"
"91816","2"
"52635","2"
"98337","4"
"107855","4"
"57329","4"
"119666","4"
"23347","6"
"19136","2"
"5918","2"
"118040","2"
"83359","4"
"8062","2"
"37161","2"
"87728","2"
"96287","2"
"28774","9"
"124673","2"
"29152","4"
"37878","2"
"89034","10"
"104840","2"
"124706","11"
"15405","2"
"38940","9"
"57075","2"
"22788","4"
"13938","4"
"92597","2"
"29955","2"
"100656","2"
"48224","2"
"56289","2"
"69237","2"
"118872","2"
"116952","2"
"53928","2"
"90565","2"
"39482","2"
"53587","2"
"29940","2"
"113158","4"
"110788","2"
"116695","4"
"110773","4"
"71826","11"
"58573","4"
"108059","9"
"32729","11"
"123637","2"
"83589","2"
"74798","2"
"50639","2"
"70801","2"
"112522","9"
"9392","11"
"107655","4"
"8574","4"
"107990","4"
"104994","2"
"96071","10"
"86490","5"
"27110","12"
"88076","4"
"103986","2"
"110","2"
"124114","10"
"99346","11"
"46978","2"
"61929","2"
"55675","4"
"55761","11"
"297","2"
"38860","4"
"63462","2"
"83159","4"
"38895","4"
"45203","2"
"93204","2"
"81917","2"
"26795","2"
"85545","13"
"90498","9"
"6589","4"
"83507","2"
"88310","2"
"64805","4"
"51306","4"
"35396","4"
"62190","2"
"39899","4"
"71361","10"
"18655","4"
"104689","4"
"26142","2"
"39058","2"
"46789","2"
"33944","2"
"95096","2"
"63058","2"
"89642","2"
"1963","2"
"70260","9"
"107954","4"
"8164","2"
"81716","2"
"113954","4"
"79929","4"
"45031","4"
"4151","2"
"24949","4"
"76740","2"
"94568","4"
"78948","2"
"23541","2"
"18439","4"
"104145","2"
"37168","4"
"20401","4"
"107072","2"
"102345","2"
"104164","2"
"99405","4"
"56338","2"
"82910","11"
"55187","4"
"18176","2"
"21215","4"
"86045","2"
"4506","4"
"87697","2"
"15337","2"
"62950","4"
"59331","4"
"8670","2"
"116403","9"
"90996","2"
"117249","2"
"51388","4"
"16557","3"
"55860","2"
"69452","2"
"114071","2"
"228","4"
"57635","4"
"59065","2"
"61546","3"
"84511","4"
"31083","2"
"88828","2"
"12154","4"
"12540","2"
"92891","4"
"17011","2"
"37670","4"
"68118","4"
"27026","4"
"59930","2"
"94002","4"
"95025","2"
"69162","9"
"73233","4"
"56094","2"
"70968","4"
"11916","4"
"22134","4"
"43018","5"
"84385","2"
"28495","9"
"30470","4"
"111761","2"
"95253","2"
"31700","12"
"82455","2"
"1087","2"
"97038","2"
"88372","6"
"107527","2"
"67720","4"
"74379","4"
"106197","2"
"123887","4"
"29590","2"
"40287","4"
"60784","4"
"90237","2"
"26709","2"
"50366","4"
"69749","2"
"37007","2"
"117323","2"
"70196","2"
"510","11"
"64709","4"
"30359","4"
"73611","2"
"9472","4"
"8772","2"
"64995","9"
"42659","2"
"27737","4"
"70999","2"
"104368","2"
"70958","2"
"31995","2"
"6136","4"
"88921","2"
"20507","2"
"56962","2"
"90601","2"
"24944","2"
"68364","4"
"47320","4"
"38629","2"
"6143","12"
"29930","2"
"27284","4"
"73114","12"
"77295","5"
"21670","4"
"29277","4"
"17151","2"
"77328","10"
"94363","2"
"113337","2"
"109253","2"
"43072","4"
"91800","4"
"46331","3"
"60430","2"
"112290","2"
"67615","2"
"4571","4"
"21085","4"
"74119","2"
"97288","2"
"68211","9"
"26004","4"
"51883","2"
"59882","2"
"106298","4"
"46146","4"
"114094","4"
"98709","3"
"33287","2"
"116498","2"
"30036","2"
"116883","4"
"64361","9"
"71191","9"
"100331","2"
"79907","3"
"29228","4"
"66658","2"
"124422","4"
"84407","7"
"84952","2"
"63621","2"
"51508","4"
"31522","2"
"76509","4"
"98787","2"
"81691","2"
"113450","2"
"122654","11"
"66718","4"
"87457","2"
"31535","2"
"25822","2"
"3973","2"
"119832","10"
"103236","9"
"115236","2"
"51863","3"
"13963","4"
"72504","2"
"51984","6"
"47864","2"
"88858","2"
"39613","4"
"39408","3"
"108680","2"
"58819","2"
"112524","2"
"12936","4"
"92838","2"
"121780","4"
"45527","11"
"68374","4"
"92883","4"
"46475","11"
"124485","9"
"80067","2"
"94241","2"
"1441","2"
"28270","4"
"35365","2"
"61000","2"
"27667","2"
"64584","2"
"81419","11"
"12570","4"
"71518","2"
"118799","2"
"53752","10"
"122882","9"
"73727","10"
"1058","11"
"70688","2"
"6463","2"
"6785","2"
"86257","11"
"2365","4"
"125305","2"
"42765","2"
"97470","2"
"20077","4"
"1653","2"
"15831","2"
"41650","4"
"117832","2"
"85008","2"
"67749","2"
"78994","4"
"66305","10"
"91611","2"
"8749","9"
"15695","4"
"113361","2"
"28915","2"
"28941","2"
"49775","4"
"65967","13"
"59818","11"
"80673","2"
"46427","2"
"1732","2"
"37070","4"
"96535","2"
"99369","2"
"22385","4"
"102173","2"
"27996","2"
"80369","2"
"93051","4"
"102409","4"
"15372","2"
"47101","2"
"97539","2"
"30379","2"
"55195","2"
"24192","4"
"70503","2"
"119059","4"
"12321","2"
"19139","2"
"82171","2"
"118443","2"
"24490","4"
"43741","2"
"61223","4"
"93284","4"
"80054","9"
"62430","3"
"97223","9"
"45139","2"
"84154","4"
"110635","4"
"117498","2"
"23957","4"
"83868","2"
"61016","2"
"24818","4"
"22186","2"
"18028","4"
"55550","2"
"41991","2"
"74771","2"
"60694","2"
"22494","4"
"28767","4"
"62738","2"
"124235","2"
"3432","4"
"44435","10"
"102661","4"
"83733","2"
"49732","2"
"46439","9"
"78672","2"
"63619","2"
"85822","9"
"124612","4"
"28411","2"
"125705","11"
"8452","2"
"93382","2"
"6129","2"
"71530","2"
"107283","10"
"90247","4"
"117530","4"
"10475","11"
"16388","4"
"114029","4"
"80948","2"
"38268","4"
"47948","2"
"90961","2"
"87209","2"
"69755","11"
"77231","2"
"44422","9"
"24298","2"
"59387","2"
"69318","2"
"59511","2"
"103632","2"
"38452","2"
"34358","2"
"12923","2"
"5126","2"
"64900","11"
"112367","9"
"118744","4"
"28817","2"
"87668","2"
"11249","2"
"118869","4"
"79824","4"
"48198","2"
"3596","2"
"64999","4"
"79232","3"
"55378","10"
"32419","12"
"125165","4"
"111531","2"
"6181","2"
"114230","2"
"49520","4"
"12509","2"
"37194","4"
"79741","4"
"18944","2"
"98590","2"
"7185","3"
"124486","4"
"48172","12"
"98613","4"
"63312","2"
"27262","2"
"43472","4"
"41547","4"
"96005","9"
"90901","2"
"4658","2"
"6459","4"
"3899","9"
"94135","2"
"54267","2"
"83306","2"
"47278","9"
"104816","4"
"120907","2"
"41209","2"
"39345","2"
"55415","4"
"124191","10"
"30996","2"
"83083","4"
"105073","4"
"122650","2"
"15112","2"
"64226","4"
"90478","2"
"91175","11"
"87108","12"
"45890","2"
"52401","4"
"115912","2"
"113777","2"
"29192","2"
"97273","4"
"47374","2"
"11317","2"
"9571","2"
"104740","2"
"40094","4"
"6715","4"
"72643","11"
"100043","4"
"124041","2"
"55957","4"
"25661","4"
"108596","2"
"4092","4"
"76948","9"
"113854","2"
"115205","3"
"67163","2"
"85164","2"
"106815","2"
"125583","11"
"124592","2"
"122711","2"
"98572","4"
"83575","2"
"49789","2"
"88489","13"
"18362","2"
"13482","4"
"123846","2"
"49917","4"
"42168","2"
"20336","4"
"57516","2"
"58816","2"
"106012","3"
"15958","2"
"81811","4"
"55316","4"
"7496","2"
"29042","2"
"88700","2"
"5863","2"
"69642","2"
"20267","2"
"98576","2"
"73898","2"
"125239","11"
"42940","2"
"105049","2"
"1839","2"
"120157","4"
"120278","4"
"67059","2"
"123142","2"
"125094","4"
"16898","9"
"41612","2"
"98261","5"
"115650","2"
"72092","4"
"20832","3"
"46467","2"
"60516","2"
"80003","2"
"63328","4"
"14036","2"
"113502","2"
"94286","2"
"123949","4"
"111349","2"
"95500","2"
"69636","9"
"16602","2"
"46419","4"
"32352","2"
"70868","2"
"37237","4"
"7561","2"
"51185","4"
"53810","2"
"18449","2"
"4627","2"
"55993","2"
"86262","2"
"68929","2"
"50542","2"
"91246","2"
"43768","9"
"18650","4"
"123324","2"
"123350","2"
"69263","4"
"100627","2"
"39794","11"
"94296","4"
"123878","2"
"8351","2"
"32535","4"
"24036","4"
"88261","2"
"9092","2"
"23283","2"
"25248","2"
"76315","2"
"7089","3"
"19559","2"
"61448","4"
"36747","4"
"24071","2"
"112517","10"
"97173","2"
"4049","4"
"88767","2"
"101198","4"
"77958","2"
"3714","4"
"76908","2"
"44939","4"
"75160","2"
"99089","2"
"30567","4"
"110582","4"
"88632","2"
"110703","10"
"94770","2"
"16636","4"
"11869","2"
"69436","2"
"17950","2"
"40184","4"
"112807","2"
"102712","4"
"76947","2"
"115559","2"
"21004","2"
"106680","4"
"46527","2"
"76584","2"
"41330","2"
"110806","2"
"18815","4"
"36371","2"
"3325","2"
"41611","2"
"87907","2"
"9576","9"
"6867","4"
"40695","4"
"112064","2"
"105421","4"
"70886","4"
"123236","2"
"16181","2"
"65629","9"
"118865","9"
"83475","2"
"59900","11"
"57693","13"
"92939","2"
"96074","2"
"30778","2"
"47745","10"
"71018","12"
"108504","5"
"60987","4"
"46362","2"
"7528","2"
"43197","4"
"117005","2"
"120510","2"
"95304","4"
"29378","2"
"32485","4"
"30811","10"
"49937","2"
"40814","2"
"72727","4"
"97945","4"
"41025","2"
"84126","4"
"71503","2"
"57347","2"
"20177","4"
"75132","2"
"110782","4"
"39043","2"
"104884","2"
"277","4"
"24301","4"
"4018","2"
"86314","4"
"36627","4"
"41179","11"
"10847","2"
"120321","4"
"74728","2"
"44058","4"
"80469","2"
"5652","2"
"8000","10"
"91598","2"
"95914","4"
"82217","2"
"75127","2"
"42920","12"
"42931","4"
"14384","4"
"53815","2"
"75407","2"
"116331","4"
"60144","4"
"27183","11"
"547","2"
"120538","2"
"117170","2"
"4122","12"
"38907","2"
"116609","2"
"75256","2"
"86780","2"
"112484","2"
"22050","2"
"8478","2"
"55964","2"
"26472","2"
"40403","2"
"18434","4"
"46380","4"
"60789","2"
"99257","4"
"56378","10"
"112458","4"
"83347","2"
"69441","2"
"97788","2"
"118401","2"
"35534","4"
"117345","4"
"47671","4"
"4216","4"
"15048","2"
"68612","4"
"29822","4"
"78164","2"
"73189","2"
"35185","2"
"56855","2"
"8217","2"
"43896","9"
"16281","2"
"48347","11"
"65815","4"
"67298","4"
"84427","2"
"79780","2"
"83178","2"
"105988","4"
"15510","11"
"121565","2"
"48317","2"
"31813","4"
"111005","2"
"105269","2"
"106169","4"
"66307","4"
"12373","2"
"94921","4"
"87132","4"
"35651","2"
"81305","2"
"48721","2"
"76578","9"
"113388","4"
"34403","2"
"87004","4"
"70751","4"
"68610","4"
"49208","2"
"72282","2"
"11257","2"
"55570","4"
"10919","2"
"74950","2"
"62327","2"
"89524","2"
"34614","2"
"86413","2"
"11242","2"
"77087","2"
"23235","2"
"124962","4"
"26493","2"
"22716","4"
"41294","4"
"12202","2"
"105293","2"
"14904","2"
"58913","2"
"73722","4"
"53479","4"
"93397","2"
"98777","2"
"111","2"
"82060","2"
"111362","2"
"77800","2"
"109180","2"
"44389","4"
"69886","2"
"13275","4"
"89457","4"
"15181","4"
"53791","4"
"87058","2"
"77658","11"
"48174","4"
"22877","4"
"6182","4"
"62873","9"
"43436","2"
"105745","2"
"45984","2"
"122465","2"
"25531","4"
"4615","4"
"107206","2"
"96289","2"
"3028","4"
"6629","2"
"94690","2"
"15134","4"
"102718","4"
"81283","4"
"110291","10"
"83955","2"
"97004","2"
"87963","3"
"113288","2"
"70879","12"
"64371","4"
"19084","2"
"103954","2"
"16796","2"
"103017","2"
"4321","4"
"89735","2"
"8728","2"
"21475","2"
"68717","2"
"107102","4"
"103145","2"
"95205","2"
"14449","4"
"84671","4"
"7904","2"
"14929","2"
"59747","2"
"28368","4"
"56129","2"
"17567","2"
"93344","4"
"93415","2"
"40674","2"
"45671","2"
"17589","4"
"120699","4"
"39616","12"
"56708","5"
"73162","4"
"63402","2"
"81638","2"
"29487","2"
"13528","2"
"3345","2"
"1130","2"
"119154","4"
"39252","4"
"112795","4"
"17110","2"
"17076","4"
"62312","2"
"5034","4"
"93951","4"
"10267","2"
"672","4"
"50469","4"
"66781","4"
"1123","4"
"47564","9"
"62119","2"
"114675","2"
"108683","4"
"106588","2"
"119976","4"
"31218","2"
"89941","2"
"51414","9"
"63919","2"
"42685","4"
"68971","4"
"17894","4"
"71077","2"
"125969","4"
"19611","2"
"14930","2"
"35605","2"
"5110","2"
"99793","2"
"15242","4"
"9630","2"
"85555","2"
"61469","2"
"26962","4"
"98941","2"
"111832","2"
"94222","2"
"82313","10"
"78173","4"
"53213","2"
"21793","2"
"51752","2"
"4088","6"
"111000","11"
"96635","4"
"48946","4"
"14451","4"
"27378","4"
"68701","2"
"5009","2"
"10019","4"
"57874","2"
"85049","3"
"70811","2"
"88231","4"
"117113","2"
"29796","2"
"49460","2"
"35057","4"
"36676","3"
"33828","2"
"24691","4"
"60529","4"
"90908","4"
"85383","2"
"33804","4"
"119844","10"
"21714","2"
"69196","2"
"44046","2"
"6954","4"
"86380","2"
"69402","4"
"79328","2"
"124291","2"
"120590","4"
"4340","4"
"55500","2"
"62911","4"
"114301","2"
"70721","2"
"80240","2"
"116738","4"
"84931","2"
"76364","4"
"7820","2"
"36186","2"
"55754","4"
"58896","2"
"35384","2"
"30394","2"
"55368","4"
"79172","4"
"88975","2"
"6721","4"
"122299","2"
"99983","2"
"113508","2"
"30292","2"
"122914","2"
"104418","2"
"100457","13"
"6975","4"
"111942","4"
"11860","4"
"43901","2"
"115158","2"
"101561","2"
"4071","2"
"37581","2"
"17234","4"
"123109","2"
"4747","2"
"85255","2"
"57127","2"
"50316","4"
"118187","2"
"84286","2"
"2620","2"
"27981","2"
"36950","2"
"44762","2"
"40934","4"
"60188","2"
"550","4"
"98631","2"
"15324","4"
"121500","2"
"59510","2"
"89128","4"
"70520","12"
"43218","2"
"1882","2"
"110702","2"
"101744","2"
"116368","2"
"99151","2"
"121928","4"
"22925","2"
"100141","4"
"72702","4"
"25229","2"
"82092","4"
"77441","4"
"1604","4"
"33292","4"
"96515","2"
"123728","2"
"124544","2"
"53378","2"
"17142","2"
"1181","4"
"1323","4"
"25321","2"
"100062","9"
"30230","2"
"56414","4"
"1278","13"
"27935","4"
"45626","2"
"125301","4"
"43629","6"
"103334","4"
"29060","4"
"14791","4"
"103549","2"
"84746","2"
"36558","11"
"85204","4"
"122712","4"
"41109","2"
"58217","2"
"24856","4"
"81026","2"
"113023","4"
"54550","2"
"75350","2"
"123061","2"
"121371","2"
"36003","2"
"57894","2"
"28944","6"
"27846","4"
"59524","2"
"12684","4"
"70411","4"
"112624","2"
"37319","2"
"53993","2"
"113791","2"
"55476","4"
"88759","2"
"119936","2"
"99192","2"
"100306","2"
"108890","2"
"30184","2"
"1950","4"
"28746","2"
"105989","2"
"47124","4"
"66332","2"
"55716","2"
"75695","2"
"6569","2"
"85775","2"
"68233","3"
"83057","2"
"113810","4"
"5624","2"
"111013","9"
"11221","4"
"7212","4"
"2592","2"
"111369","4"
"88771","2"
"117607","2"
"20329","2"
"103697","2"
"27217","2"
"84104","4"
"92340","5"
"37240","2"
"98596","10"
"105358","2"
"18712","4"
"58612","2"
"6965","4"
"64030","4"
"54999","4"
"88650","2"
"72274","11"
"33810","2"
"48491","10"
"89502","3"
"120105","9"
"115031","2"
"43651","2"
"72291","2"
"18893","2"
"32126","4"
"74942","4"
"122275","2"
"17464","12"
"83163","2"
"110180","2"
"38186","2"
"43007","2"
"106158","2"
"56295","2"
"67350","2"
"59034","2"
"93154","2"
"123835","4"
"38608","9"
"37848","4"
"19626","2"
"41504","2"
"116062","2"
"125734","9"
"42232","11"
"22398","2"
"60767","11"
"20595","4"
"16692","2"
"10674","4"
"40406","2"
"70190","4"
"74748","2"
"125778","2"
"58028","2"
"1731","2"
"102549","9"
"100440","2"
"57669","2"
"51746","4"
"101097","4"
"23244","2"
"67751","2"
"112884","2"
"89820","4"
"45853","4"
"87840","4"
"83284","2"
"23128","2"
"39868","2"
"2440","2"
"81604","4"
"21503","2"
"59504","2"
"1590","2"
"30988","2"
"55688","10"
"40021","2"
"83014","4"
"113868","4"
"84505","2"
"24358","2"
"92909","4"
"50638","2"
"103855","2"
"34515","2"
"119104","2"
"23361","2"
"74603","4"
"123409","2"
"9950","4"
"34074","4"
"58181","13"
"106739","4"
"31774","4"
"72125","4"
"94955","4"
"113741","2"
"117794","4"
"38405","2"
"94996","2"
"114992","2"
"50923","2"
"89087","2"
"37496","4"
"70798","12"
"12001","4"
"11953","2"
"28045","2"
"29882","4"
"83646","2"
"67118","2"
"122284","2"
"123685","2"
"43582","2"
"45783","2"
"57377","2"
"125242","2"
"28678","2"
"51467","12"
"60775","2"
"93211","2"
"56011","4"
"65768","3"
"41927","2"
"57817","2"
"103163","4"
"116857","2"
"58119","4"
"3756","2"
"91145","2"
"43175","2"
"28931","4"
"75992","2"
"11561","2"
"40019","2"
"49514","2"
"79740","2"
"82733","4"
"102196","2"
"15230","2"
"16787","2"
"17475","4"
"25673","2"
"60909","4"
"107896","2"
"103174","4"
"94430","2"
"54260","4"
"15404","9"
"17944","2"
"37114","4"
"73909","10"
"111173","2"
"7908","2"
"38866","4"
"28703","2"
"110112","4"
"9219","4"
"89648","2"
"5762","2"
"49817","2"
"8338","2"
"119414","2"
"13860","11"
"13557","2"
"106682","2"
"118520","2"
"65084","2"
"21277","4"
"47607","2"
"81548","4"
"45978","4"
"48892","2"
"116514","12"
"85969","2"
"44418","2"
"39289","2"
"91371","12"
"123782","4"
"108362","4"
"40008","4"
"4273","2"
"49377","2"
"37243","4"
"19724","11"
"54957","4"
"46313","4"
"115482","2"
"88922","2"
"109312","4"
"67473","4"
"16880","10"
"35077","4"
"17633","2"
"50030","4"
"91064","2"
"111951","4"
"71329","2"
"80275","9"
"14793","11"
"24353","2"
"105303","4"
"59848","4"
"114286","2"
"33358","2"
"66112","4"
"44150","12"
"102925","4"
"4129","4"
"35924","4"
"32561","2"
"58019","2"
"24581","2"
"44533","2"
"50852","6"
"71902","4"
"63470","2"
"88885","4"
"16539","2"
"15593","2"
"32865","2"
"69146","2"
"17261","2"
"46685","2"
"65639","2"
"92119","2"
"46559","2"
"46901","2"
"65426","2"
"116819","4"
"81021","4"
"80862","2"
"111436","4"
"54163","2"
"69362","4"
"75041","2"
"118263","2"
"72509","12"
"79469","4"
"55841","2"
"33326","6"
"61857","12"
"63494","4"
"13016","2"
"80337","11"
"12492","2"
"117384","2"
"83723","2"
"23402","10"
"63854","2"
"7825","2"
"25044","4"
"117931","2"
"87517","2"
"109516","2"
"62258","4"
"25922","2"
"66161","2"
"79505","4"
"62962","4"
"6873","2"
"119661","2"
"83642","10"
"102843","2"
"55081","2"
"63173","10"
"13200","4"
"69669","2"
"5809","4"
"121000","10"
"123341","2"
"78855","2"
"113718","2"
"46073","2"
"93529","9"
"117496","2"
"79478","2"
"118046","2"
"70191","2"
"47776","4"
"119565","2"
"103226","2"
"53427","4"
"97671","4"
"24274","2"
"60718","4"
"36828","2"
"117889","2"
"101923","2"
"108810","4"
"8022","4"
"101396","2"
"92801","4"
"80031","2"
"103002","4"
"60554","4"
"55381","2"
"61021","6"
"16039","2"
"57544","4"
"46454","4"
"83568","2"
"107066","11"
"56748","3"
"31267","2"
"12038","2"
"82275","2"
"44914","2"
"79005","2"
"30257","2"
"82992","11"
"61927","10"
"16592","4"
"50903","2"
"44755","4"
"48064","4"
"107119","4"
"71074","2"
"24382","11"
"40002","4"
"107504","2"
"63977","4"
"58121","9"
"60470","2"
"90580","2"
"56898","4"
"35648","4"
"87280","4"
"71923","3"
"63906","2"
"98207","2"
"41912","2"
"40671","4"
"33687","4"
"28014","4"
"76884","4"
"118398","2"
"100366","2"
"77642","4"
"80505","4"
"71942","4"
"96603","4"
"62108","2"
"66571","2"
"121361","4"
"66393","2"
"4489","12"
"79672","2"
"12819","2"
"2517","4"
"54808","4"
"80730","11"
"75026","4"
"31059","4"
"51846","2"
"52911","2"
"99283","2"
"77092","2"
"47305","12"
"78147","2"
"91049","2"
"81915","4"
"123749","2"
"101660","2"
"77835","4"
"26483","4"
"120816","2"
"56183","4"
"25022","4"
"91788","3"
"122470","2"
"33517","2"
"13069","4"
"45702","2"
"81901","4"
"47590","2"
"119505","4"
"17492","4"
"8075","2"
"90778","2"
"84951","2"
"12460","2"
"65506","2"
"72924","2"
"95217","3"
"57496","2"
"49897","4"
"85362","2"
"50432","12"
"838","2"
"124355","2"
"91024","2"
"78146","2"
"119560","2"
"7560","2"
"39123","2"
"88671","2"
"103742","4"
"61631","4"
"68998","2"
"20588","9"
"70982","2"
"49207","4"
"76075","4"
"60568","3"
"37702","2"
"117233","2"
"36375","2"
"116411","4"
"18553","2"
"25172","4"
"2141","4"
"104584","3"
"122759","4"
"117793","4"
"53309","4"
"16453","4"
"17253","4"
"105759","2"
"3172","4"
"125415","4"
"61663","4"
"109739","4"
"13687","2"
"117057","11"
"68009","2"
"77455","2"
"60243","4"
"87318","2"
"120262","2"
"40122","2"
"99213","2"
"18464","10"
"90894","2"
"76238","2"
"35751","2"
"75901","2"
"113233","2"
"59567","2"
"40678","2"
"108903","2"
"116580","2"
"4108","2"
"41938","3"
"102633","4"
"68764","2"
"82919","2"
"89176","2"
"107930","2"
"30511","4"
"27154","4"
"34003","2"
"106304","2"
"38938","2"
"52221","9"
"67754","2"
"20876","4"
"56997","2"
"32686","2"
"16811","12"
"22767","2"
"96573","2"
"9685","4"
"1713","2"
"83362","2"
"16709","2"
"92464","2"
"28419","12"
"68586","2"
"85075","2"
"78387","2"
"29448","2"
"17872","4"
"120070","4"
"37391","2"
"106264","2"
"92540","4"
"115573","4"
"98624","2"
"64830","2"
"4562","2"
"76547","10"
"54894","4"
"120064","2"
"4960","2"
"90677","4"
"5372","2"
"23841","4"
"90657","4"
"66601","2"
"34685","2"
"88720","4"
"54368","2"
"53946","2"
"16305","2"
"95734","2"
"111586","4"
"105651","2"
"51783","2"
"80218","2"
"3436","9"
"76838","2"
"109591","2"
"108769","4"
"85730","2"
"28283","2"
"42777","2"
"41254","2"
"19041","2"
"90829","2"
"94145","2"
"58533","4"
"15817","4"
"85890","4"
"64397","2"
"13022","10"
"31665","3"
"83523","2"
"4224","4"
"21955","2"
"71814","2"
"54421","2"
"100130","2"
"96935","2"
"51154","2"
"64903","4"
"60191","4"
"2264","5"
"8660","4"
"12741","4"
"16386","11"
"21494","2"
"116485","2"
"64752","11"
"17964","2"
"27719","2"
"55677","4"
"120684","2"
"78528","2"
"67570","2"
"63613","4"
"65451","11"
"27789","4"
"12000","4"
"554","4"
"79754","2"
"36012","11"
"93815","4"
"18264","2"
"43720","4"
"116033","2"
"14498","2"
"90536","11"
"7169","4"
"48016","2"
"10895","4"
"39711","2"
"11180","4"
"27844","2"
"47199","4"
"10000","10"
"12243","2"
"4999","3"
"38015","2"
"103982","2"
"99483","2"
"55755","2"
"36919","2"
"104666","2"
"20580","2"
"13947","2"
"54678","2"
"20176","2"
"103692","2"
"33128","4"
