"","x"
"25077","2"
"97932","4"
"121316","4"
"4470","4"
"103171","2"
"100687","2"
"33523","2"
"82317","3"
"112618","2"
"108579","2"
"104491","4"
"3024","2"
"58007","2"
"71698","2"
"106295","4"
"12502","2"
"101941","2"
"4914","4"
"16869","4"
"125007","2"
"32103","2"
"87728","2"
"103154","12"
"72769","4"
"30724","2"
"17344","4"
"10551","2"
"62786","2"
"51883","2"
"76674","2"
"88096","4"
"43798","2"
"38173","2"
"71672","4"
"30563","2"
"98155","2"
"94940","2"
"90389","2"
"1727","4"
"41748","2"
"62312","10"
"14243","2"
"52776","2"
"89902","2"
"56800","4"
"56525","4"
"4999","3"
"34965","4"
"61966","2"
"105603","12"
"124363","4"
"32008","2"
"88241","2"
"72147","2"
"95573","2"
"90886","2"
"93011","4"
"83665","2"
"58986","2"
"40098","3"
"105888","4"
"71928","4"
"90007","2"
"85936","2"
"117474","10"
"102151","2"
"77861","4"
"5910","2"
"114387","2"
"110288","2"
"63481","4"
"108351","4"
"90795","2"
"56296","2"
"107922","2"
"13706","4"
"96693","2"
"6924","2"
"43470","2"
"8112","2"
"75892","2"
"10832","4"
"40616","10"
"16511","2"
"92787","4"
"14289","4"
"72906","4"
"37884","11"
"56881","2"
"29873","2"
"105325","11"
"109758","2"
"80101","4"
"83468","11"
"122742","2"
"87979","2"
"109229","2"
"48430","2"
"21752","2"
"33325","2"
"22233","4"
"112693","2"
"107811","2"
"16234","2"
"33303","2"
"16921","4"
"37506","2"
"14180","4"
"11046","2"
"78504","4"
"73151","2"
"7784","2"
"30472","2"
"100639","2"
"84265","2"
"41314","4"
"19909","2"
"24507","9"
"22359","2"
"114939","2"
"77594","4"
"125094","4"
"65014","2"
"17275","2"
"6885","2"
"59344","4"
"62636","4"
"7385","4"
"15791","11"
"115402","2"
"64885","4"
"39535","4"
"118005","2"
"54721","2"
"52757","4"
"93412","10"
"25916","2"
"65943","2"
"107504","2"
"19299","2"
"6548","12"
"5156","2"
"14305","4"
"66676","4"
"7315","4"
"105701","2"
"79017","2"
"16209","10"
"72927","4"
"21483","4"
"80121","9"
"117108","2"
"36933","2"
"83535","4"
"93123","4"
"12369","2"
"114495","2"
"56629","2"
"87959","4"
"99394","2"
"66069","12"
"100661","2"
"61570","2"
"96620","2"
"1820","4"
"66868","2"
"99129","2"
"114173","2"
"87261","2"
"9256","4"
"107594","4"
"10172","2"
"4050","4"
"58249","4"
"16040","3"
"101146","2"
"25541","4"
"106352","4"
"72402","4"
"122782","2"
"83607","2"
"88808","4"
"1066","4"
"113940","2"
"39145","2"
"105998","4"
"36662","2"
"102845","10"
"51256","4"
"97045","4"
"56535","2"
"89102","4"
"119360","2"
"41709","2"
"114130","4"
"43148","3"
"110810","4"
"35061","2"
"90402","12"
"121785","4"
"106425","4"
"103056","2"
"79218","6"
"61077","4"
"96994","2"
"87227","2"
"45691","4"
"114026","4"
"113803","4"
"111080","2"
"106135","2"
"57041","10"
"113346","4"
"84729","2"
"25706","2"
"79539","4"
"29042","5"
"122484","2"
"21032","3"
"77233","4"
"67066","2"
"49919","4"
"64702","2"
"8091","2"
"28418","4"
"32636","4"
"12591","11"
"8087","4"
"79252","4"
"45182","4"
"55297","2"
"65378","2"
"78308","2"
"52875","2"
"50612","4"
"80435","4"
"40764","2"
"59891","2"
"37904","4"
"11291","2"
"62177","4"
"123469","4"
"10598","10"
"33537","2"
"27719","2"
"926","4"
"32906","2"
"48225","4"
"46552","2"
"87747","2"
"35245","2"
"118609","2"
"32094","4"
"119765","4"
"36010","2"
"44545","12"
"80209","9"
"19025","4"
"58311","4"
"26836","2"
"12263","2"
"3777","2"
"69564","4"
"123146","4"
"19936","2"
"41737","5"
"98720","2"
"31063","2"
"66866","11"
"96707","2"
"93645","2"
"10762","2"
"22339","10"
"61856","2"
"61400","2"
"28598","2"
"103345","2"
"18854","2"
"76833","2"
"21965","2"
"35696","11"
"82129","2"
"57366","2"
"70891","4"
"76850","4"
"28958","4"
"83639","3"
"67428","2"
"33602","4"
"116214","2"
"95541","4"
"16715","4"
"65346","2"
"40571","2"
"84542","2"
"34180","13"
"75676","4"
"95143","2"
"38475","2"
"8379","2"
"64604","2"
"6053","4"
"99036","2"
"40959","2"
"70978","2"
"11951","2"
"101085","2"
"77124","2"
"36585","2"
"4089","2"
"113690","2"
"92698","2"
"30393","2"
"120763","2"
"4223","4"
"65382","9"
"5117","9"
"22953","2"
"70862","2"
"863","2"
"95575","2"
"67966","3"
"22732","6"
"113336","11"
"18844","4"
"30743","6"
"86229","12"
"60978","2"
"106676","2"
"80783","4"
"53515","4"
"18110","4"
"113922","2"
"110821","2"
"60105","9"
"67828","2"
"104265","4"
"40363","4"
"96537","2"
"63192","2"
"28794","2"
"115265","2"
"73730","2"
"87431","2"
"106897","2"
"71075","3"
"112761","4"
"55817","2"
"72030","9"
"28688","4"
"6903","2"
"45190","2"
"108390","2"
"53792","4"
"102920","2"
"111691","2"
"71125","4"
"54127","2"
"31312","2"
"103532","2"
"113923","2"
"86736","2"
"31528","2"
"101456","2"
"8325","9"
"20052","4"
"59501","2"
"18498","2"
"52379","2"
"6263","4"
"78920","4"
"15985","4"
"36247","2"
"60101","4"
"62336","12"
"79695","2"
"64952","2"
"21444","11"
"38123","4"
"29899","4"
"118299","4"
"101839","4"
"113560","4"
"30169","4"
"88032","2"
"61335","2"
"16123","2"
"65800","2"
"60295","2"
"61181","4"
"97370","2"
"34329","4"
"47315","2"
"116165","4"
"10143","4"
"12413","4"
"88315","4"
"77634","4"
"46983","2"
"94255","2"
"39269","4"
"27697","2"
"120103","2"
"23113","4"
"43303","2"
"97212","2"
"64151","2"
"56583","4"
"10394","4"
"6051","4"
"86376","2"
"113804","2"
"37286","2"
"63139","2"
"114421","4"
"69553","11"
"75078","4"
"29270","2"
"84659","4"
"67591","2"
"16225","2"
"69372","4"
"70616","2"
"34028","2"
"80741","2"
"50383","2"
"14167","4"
"56601","2"
"40536","4"
"118249","9"
"45134","4"
"14631","2"
"21458","4"
"66014","2"
"48226","4"
"102847","2"
"63282","2"
"50049","10"
"108583","4"
"43491","2"
"51841","4"
"3980","4"
"124104","2"
"95094","2"
"18482","2"
"52695","4"
"23927","9"
"85588","2"
"108670","2"
"88462","2"
"19953","2"
"47196","3"
"10390","4"
"117655","4"
"122645","11"
"36170","2"
"2695","2"
"41610","4"
"10269","2"
"73989","4"
"61166","2"
"23186","4"
"114473","4"
"18085","2"
"103957","2"
"104516","4"
"88983","4"
"107600","2"
"38778","9"
"119834","6"
"93344","4"
"85739","4"
"93394","4"
"100618","3"
"23535","2"
"49271","4"
"125109","4"
"90713","4"
"36311","2"
"38989","2"
"3132","2"
"11297","4"
"100526","2"
"14317","2"
"75748","2"
"101634","4"
"24542","9"
"16946","2"
"29740","4"
"56313","2"
"77235","4"
"91196","2"
"104865","2"
"70515","10"
"114988","4"
"47828","2"
"60867","2"
"98317","2"
"46806","4"
"111168","2"
"62322","2"
"79543","2"
"42762","4"
"125144","2"
"50583","2"
"1401","2"
"33810","2"
"2312","2"
"13551","4"
"119831","10"
"38684","2"
"87409","2"
"91949","4"
"17767","2"
"121792","2"
"103482","5"
"16687","2"
"124533","4"
"22554","4"
"80205","2"
"31013","4"
"24592","2"
"112210","2"
"113016","2"
"98748","4"
"45517","2"
"95229","4"
"59982","2"
"11856","2"
"28092","12"
"106743","2"
"1022","13"
"29715","10"
"60040","9"
"25132","2"
"95161","4"
"18090","2"
"77611","2"
"106917","4"
"125340","4"
"69980","4"
"39832","9"
"87043","2"
"67606","4"
"76170","2"
"102499","2"
"81997","2"
"81476","2"
"25848","2"
"32329","4"
"119673","4"
"10003","2"
"32277","4"
"108656","4"
"78314","2"
"3919","2"
"79943","2"
"41969","4"
"2016","2"
"100063","2"
"118864","4"
"46247","2"
"10945","2"
"38439","4"
"94249","2"
"125217","4"
"24614","2"
"88296","2"
"25201","2"
"10649","2"
"86290","2"
"82680","2"
"94404","2"
"8217","2"
"18028","4"
"23744","2"
"85267","4"
"106198","2"
"30030","4"
"17248","2"
"109171","2"
"82563","2"
"118231","4"
"93351","9"
"46675","9"
"8449","2"
"51606","4"
"50085","2"
"63529","2"
"62730","2"
"56859","2"
"69287","2"
"121290","4"
"84143","4"
"47759","4"
"101128","4"
"61221","2"
"50551","4"
"118390","3"
"18865","4"
"82976","2"
"66383","4"
"87699","2"
"24575","2"
"115174","2"
"10230","4"
"92025","2"
"71061","2"
"47808","2"
"28734","4"
"11459","10"
"947","4"
"79867","2"
"16532","2"
"16229","4"
"26249","4"
"7781","4"
"108547","4"
"101735","2"
"70347","2"
"47011","4"
"118234","2"
"53816","10"
"83779","2"
"8356","9"
"117672","2"
"8699","3"
"73675","2"
"29599","2"
"28357","2"
"69319","2"
"121454","2"
"46834","11"
"119917","2"
"109358","4"
"99034","2"
"50210","5"
"121984","4"
"60143","4"
"24631","2"
"91581","2"
"107637","4"
"47923","4"
"58886","2"
"44284","2"
"81279","2"
"48951","2"
"111207","4"
"122813","10"
"28373","2"
"32711","10"
"122751","2"
"76135","4"
"49587","4"
"64796","2"
"38054","2"
"44396","4"
"101658","2"
"82518","4"
"62071","2"
"94743","2"
"24248","2"
"63467","2"
"2738","4"
"97883","2"
"80974","2"
"30160","2"
"60714","4"
"7323","2"
"25320","4"
"78620","10"
"44199","2"
"90764","2"
"20265","2"
"36950","2"
"43175","2"
"100440","2"
"84460","2"
"103749","2"
"69830","11"
"15093","2"
"84393","2"
"22469","4"
"71026","4"
"65694","4"
"28741","2"
"82243","2"
"35155","4"
"124910","9"
"28903","4"
"18729","4"
"79938","4"
"114457","4"
"53312","10"
"19171","2"
"46914","4"
"19090","4"
"118008","2"
"37064","4"
"34842","2"
"35675","2"
"110236","2"
"21238","4"
"15811","4"
"62863","2"
"13086","4"
"25798","2"
"23265","4"
"92157","2"
"57963","4"
"57248","2"
"32907","4"
"22574","2"
"97886","2"
"122073","4"
"43171","2"
"102844","13"
"123025","2"
"88353","2"
"27852","5"
"31155","4"
"27659","2"
"79606","4"
"117294","2"
"101921","2"
"22009","2"
"36669","4"
"24330","4"
"85059","2"
"89336","2"
"120","2"
"67194","6"
"26446","4"
"29009","2"
"105363","2"
"27496","4"
"36112","2"
"118828","2"
"120116","4"
"20198","4"
"97817","2"
"107165","4"
"45188","11"
"123247","4"
"29458","2"
"84489","10"
"115579","2"
"65739","2"
"71479","2"
"1346","2"
"59544","4"
"83279","2"
"28999","2"
"83185","4"
"57871","2"
"103034","4"
"99810","4"
"47712","2"
"8546","2"
"80376","4"
"6368","4"
"29245","2"
"38549","3"
"10155","3"
"28094","4"
"102357","4"
"37090","2"
"81209","2"
"78781","2"
"116912","4"
"18511","4"
"87350","2"
"18985","2"
"63112","4"
"119732","4"
"61541","2"
"70635","2"
"38062","2"
"78942","3"
"18820","12"
"111402","2"
"118170","2"
"107357","4"
"79491","4"
"24491","3"
"95852","4"
"9355","2"
"33821","13"
"57834","2"
"7411","2"
"37255","4"
"39441","2"
"87823","4"
"75999","2"
"17342","2"
"94356","4"
"89917","2"
"31846","4"
"48319","2"
"53873","9"
"101958","2"
"20449","4"
"34552","4"
"94564","2"
"30782","2"
"81307","4"
"107378","4"
"62770","4"
"123909","2"
"84830","2"
"47043","4"
"47309","2"
"70902","10"
"125136","2"
"80262","2"
"58685","2"
"69624","4"
"84816","2"
"13420","4"
"103147","2"
"56888","2"
"6819","2"
"111848","11"
"5514","11"
"15456","2"
"8514","4"
"85825","2"
"18527","4"
"92875","4"
"31570","2"
"101318","4"
"72991","2"
"89071","12"
"62129","4"
"82262","2"
"116472","2"
"55772","4"
"101533","2"
"8061","4"
"40688","4"
"73027","4"
"13545","2"
"51087","2"
"26050","2"
"45526","2"
"10013","12"
"22701","2"
"75692","2"
"7844","2"
"108610","4"
"68248","2"
"80767","6"
"4145","4"
"65909","2"
"14606","4"
"9160","11"
"24719","2"
"91251","4"
"95968","5"
"111193","2"
"107883","2"
"39668","5"
"35559","4"
"81337","11"
"24936","13"
"61050","4"
"21551","2"
"77222","2"
"8432","4"
"122212","2"
"112151","2"
"115347","4"
"105777","4"
"82958","4"
"44885","2"
"90418","4"
"44892","2"
"98675","2"
"107272","12"
"53612","10"
"123541","2"
"53433","2"
"111587","2"
"18843","3"
"105839","2"
"121395","2"
"108813","4"
"3294","2"
"13055","2"
"79074","12"
"81109","2"
"86625","11"
"43425","2"
"49973","2"
"7471","2"
"83041","2"
"73668","2"
"52043","2"
"32159","10"
"82000","4"
"56435","2"
"27088","2"
"16031","2"
"123910","9"
"3067","2"
"96204","2"
"40280","4"
"85045","9"
"42333","2"
"40440","4"
"72432","4"
"120059","4"
"115149","4"
"63521","4"
"46805","2"
"91994","2"
"93320","4"
"76097","9"
"90306","2"
"11880","2"
"91918","2"
"109710","10"
"93509","4"
"125339","11"
"79399","2"
"77607","4"
"119417","4"
"63486","2"
"68378","2"
"44768","2"
"88912","2"
"103218","4"
"116499","2"
"94462","2"
"113319","4"
"3688","2"
"117506","2"
"104573","4"
"116658","4"
"37229","2"
"83249","2"
"61442","4"
"451","2"
"69573","2"
"32535","4"
"23929","9"
"88459","2"
"89049","2"
"64081","4"
"108242","2"
"117813","11"
"113732","4"
"55477","4"
"50125","2"
"125155","2"
"92310","2"
"29828","4"
"100270","2"
"101286","4"
"60774","4"
"19355","2"
"102464","9"
"123757","2"
"105605","2"
"53459","2"
"45851","13"
"125392","4"
"32658","4"
"68077","4"
"68318","2"
"32529","4"
"8030","2"
"59761","10"
"120592","4"
"125862","2"
"117916","4"
"49185","2"
"112437","4"
"25208","10"
"107190","2"
"102555","4"
"94875","2"
"93352","2"
"29661","4"
"10084","2"
"94597","9"
"52403","2"
"25854","2"
"74805","2"
"47577","4"
"101242","2"
"26885","4"
"74966","4"
"42034","2"
"21570","4"
"59713","4"
"59502","4"
"10107","4"
"47727","2"
"16202","2"
"20323","2"
"38856","2"
"23861","2"
"23732","2"
"67941","2"
"19270","4"
"58037","10"
"75962","4"
"115741","2"
"22245","2"
"120312","2"
"35537","4"
"20469","2"
"118747","4"
"89321","2"
"99058","4"
"24276","2"
"42441","2"
"26248","4"
"112673","4"
"21664","9"
"63528","2"
"102471","2"
"66632","4"
"82326","2"
"13664","2"
"36163","2"
"52552","2"
"8678","3"
"44328","2"
"41267","4"
"58258","4"
"41222","4"
"67993","9"
"10972","2"
"107023","4"
"24199","3"
"108867","2"
"94134","2"
"66155","2"
"51839","2"
"77512","2"
"116068","4"
"98937","4"
"71750","4"
"37854","2"
"90722","4"
"21064","2"
"90300","2"
"96057","2"
"109668","2"
"96917","2"
"15925","4"
"116841","4"
"107396","4"
"20861","2"
"49948","3"
"39637","4"
"77766","2"
"11089","2"
"111134","4"
"53808","3"
"92328","4"
"44032","4"
"111606","2"
"78515","4"
"9471","2"
"2445","2"
"21848","10"
"52342","2"
"23686","4"
"1572","2"
"56945","4"
"83687","4"
"115737","2"
"60678","2"
"38775","2"
"78114","2"
"39514","2"
"96500","2"
"41861","4"
"98938","10"
"100067","2"
"49393","9"
"16034","4"
"111919","2"
"9321","2"
"5116","11"
"67147","4"
"74283","4"
"31008","2"
"74471","4"
"32550","2"
"100411","2"
"85880","2"
"99042","2"
"75782","2"
"6709","2"
"33857","2"
"115031","2"
"109676","2"
"41717","2"
"14241","2"
"44597","2"
"122377","7"
"46452","2"
"59710","2"
"28168","2"
"102996","4"
"62030","4"
"16920","2"
"121201","12"
"79215","2"
"85811","2"
"12343","2"
"11716","4"
"67354","4"
"47159","2"
"38742","2"
"55632","4"
"10045","2"
"97393","10"
"53594","2"
"64249","4"
"77869","2"
"35447","2"
"37056","4"
"84414","2"
"16405","4"
"58113","2"
"71314","2"
"107345","2"
"100879","4"
"88212","12"
"63740","3"
"20530","4"
"38474","2"
"73895","2"
"79473","2"
"124639","2"
"24669","4"
"109982","2"
"100137","11"
"68354","4"
"71233","2"
"60711","2"
"6945","2"
"62488","2"
"42891","4"
"6859","2"
"30978","9"
"101594","2"
"53033","4"
"46565","2"
"16651","2"
"34051","2"
"72961","2"
"32960","11"
"122504","2"
"90160","2"
"5485","2"
"16728","21"
"13519","2"
"123282","10"
"39592","3"
"22757","2"
"34355","2"
"85351","2"
"103268","2"
"14461","12"
"8051","4"
"70906","4"
"26281","4"
"109069","2"
"15451","4"
"112306","4"
"20278","4"
"271","2"
"59529","4"
"12760","4"
"22106","10"
"39949","4"
"71676","2"
"53098","2"
"10494","2"
"41838","4"
"40236","2"
"35106","2"
"69544","6"
"65362","4"
"38601","4"
"48162","4"
"26681","2"
"97008","2"
"41761","4"
"42129","2"
"55901","4"
"1910","4"
"11151","4"
"71942","4"
"15381","2"
"84474","2"
"80314","2"
"18726","4"
"10693","11"
"89443","12"
"66313","4"
"23247","4"
"89206","4"
"36141","4"
"87602","11"
"93062","2"
"15323","4"
"118553","4"
"86201","2"
"111678","2"
"50978","2"
"77079","4"
"45737","2"
"34471","2"
"62603","2"
"13419","2"
"87816","2"
"9662","2"
"88547","2"
"15915","4"
"35900","2"
"36732","2"
"85755","11"
"94135","2"
"61724","2"
"64011","2"
"122812","2"
"36307","2"
"71817","2"
"3961","2"
"12468","2"
"84586","2"
"55083","2"
"26468","9"
"89264","2"
"59683","2"
"20863","2"
"24120","11"
"27518","11"
"36360","2"
"20658","4"
"10739","2"
"20033","2"
"10114","2"
"31467","11"
"25664","4"
"57665","2"
"97724","10"
"49276","2"
"116993","2"
"14809","2"
"91300","2"
"24011","4"
"64304","2"
"27216","2"
"85071","11"
"115694","2"
"72806","2"
"21597","4"
"51797","4"
"13088","4"
"9461","2"
"36727","4"
"75095","4"
"94909","4"
"70043","2"
"105136","4"
"46118","4"
"25080","2"
"12526","2"
"125797","4"
"74464","2"
"77702","2"
"102581","4"
"9900","2"
"50640","2"
"73771","11"
"57204","2"
"87681","2"
"3349","4"
"108042","2"
"123870","2"
"94251","4"
"5235","2"
"63158","9"
"87829","2"
"67484","4"
"115795","2"
"59005","4"
"90040","4"
"105322","4"
"53519","11"
"78639","2"
"70261","2"
"83113","2"
"71847","2"
"50231","3"
"84221","2"
"33064","2"
"87596","4"
"68700","2"
"125652","2"
"83318","4"
"7581","4"
"44793","4"
"122417","4"
"72398","4"
"119506","2"
"66285","4"
"91023","2"
"57264","2"
"102443","2"
"81259","2"
"21778","9"
"105608","11"
"64309","4"
"96427","2"
"80703","2"
"16711","4"
"85483","13"
"88487","2"
"108117","2"
"97413","2"
"68754","4"
"117504","2"
"59461","4"
"53551","11"
"18224","2"
"10392","2"
"66542","2"
"46237","2"
"16606","4"
"32934","10"
"95177","5"
"72850","4"
"64959","2"
"100516","2"
"88787","2"
"71297","4"
"86397","4"
"9656","9"
"6828","4"
"92908","2"
"100218","4"
"50450","2"
"19462","4"
"61753","2"
"122391","4"
"124661","2"
"24963","4"
"25020","4"
"5488","2"
"109875","2"
"1467","2"
"43290","4"
"50741","4"
"20547","4"
"38536","2"
"56408","2"
"115820","2"
"9440","2"
"83567","4"
"59205","2"
"68297","4"
"110320","4"
"108525","2"
"118058","4"
"107193","2"
"113562","2"
"68469","4"
"47871","4"
"21905","4"
"35777","2"
"78811","2"
"108615","4"
"92651","2"
"99168","10"
"47474","2"
"110777","2"
"94976","4"
"19481","4"
"96441","11"
"65353","2"
"22396","4"
"97254","4"
"113003","2"
"94321","4"
"30133","4"
"110424","11"
"83768","9"
"106508","2"
"123879","2"
"106255","4"
"115259","2"
"36123","4"
"28009","2"
"66130","2"
"44866","11"
"109866","2"
"66722","2"
"51447","2"
"8219","2"
"104719","4"
"31295","2"
"74796","10"
"121947","2"
"81986","4"
"103112","4"
"107162","10"
"44604","4"
"8036","9"
"74934","2"
"23299","4"
"26223","2"
"39636","4"
"81903","4"
"6015","4"
"59662","11"
"49590","2"
"24031","2"
"9526","2"
"109607","2"
"15329","4"
"1427","4"
"44658","2"
"75587","4"
"123978","2"
"99958","13"
"87473","4"
"65159","4"
"79905","2"
"24022","10"
"23908","4"
"30718","4"
"30533","4"
"25239","4"
"50388","4"
"110223","4"
"92969","4"
"16335","4"
"64927","4"
"7908","2"
"11672","4"
"43771","9"
"86805","2"
"109558","4"
"21214","2"
"99596","4"
"76087","4"
"32419","12"
"2955","2"
"123371","2"
"40124","2"
"97780","2"
"37593","2"
"18703","6"
"125589","2"
"37955","11"
"118215","4"
"110388","2"
"110986","2"
"90811","2"
"43206","2"
"62268","2"
"2305","2"
"89555","11"
"100100","4"
"112370","4"
"87904","2"
"6581","2"
"28659","2"
"92692","2"
"24603","2"
"10330","2"
"8400","4"
"113377","2"
"19004","9"
"109705","11"
"46267","11"
"65756","4"
"81241","4"
"38022","4"
"82842","4"
"76269","3"
"68514","2"
"113592","11"
"23538","7"
"63684","4"
"83078","2"
"73948","4"
"66321","2"
"114174","2"
"78486","2"
"3126","2"
"5524","4"
"115418","2"
"92603","4"
"70372","2"
"37385","4"
"115930","4"
"54177","3"
"103451","2"
"2609","4"
"14290","11"
"117360","2"
"87160","2"
"54982","2"
"77423","2"
"8114","2"
"32484","10"
"68944","4"
"106972","2"
"57263","2"
"86642","4"
"99355","9"
"19037","2"
"14694","4"
"25954","4"
"20175","4"
"82421","2"
"70603","2"
"9059","9"
"28838","4"
"67313","2"
"80052","4"
"65530","4"
"72053","4"
"66306","4"
"120677","2"
"37059","4"
"6666","2"
"1384","2"
"122346","2"
"104737","4"
"36063","4"
"20120","2"
"112133","4"
"119030","2"
"34187","2"
"63626","2"
"70513","3"
"92597","2"
"2935","7"
"42656","4"
"112464","4"
"46619","2"
"84277","2"
"15613","4"
"11039","2"
"125018","12"
"16652","2"
"100638","2"
"30100","2"
"36862","13"
"123149","2"
"92195","4"
"122385","5"
"61108","2"
"4252","6"
"22994","2"
"59837","4"
"20403","2"
"12505","12"
"40256","2"
"59877","4"
"19618","5"
"125439","9"
"85918","2"
"87528","5"
"116576","2"
"98817","2"
"89975","2"
"19816","2"
"68757","4"
"50898","4"
"63366","4"
"82279","2"
"87894","4"
"59854","4"
"93469","2"
"90802","2"
"103110","3"
"51439","2"
"70697","4"
"98214","2"
"71995","4"
"27474","4"
"14140","2"
"17323","2"
"32609","2"
"108379","2"
"41060","2"
"81339","4"
"90760","2"
"95911","4"
"105480","10"
"122451","2"
"22270","2"
"72403","2"
"88090","4"
"19151","4"
"19318","2"
"9233","2"
"110268","2"
"83683","2"
"14693","2"
"64828","4"
"5075","4"
"30869","4"
"7009","4"
"32373","2"
"75567","2"
"115686","4"
"121842","10"
"119667","4"
"78669","2"
"61186","10"
"11947","2"
"40117","2"
"14093","2"
"5250","2"
"124275","4"
"70790","2"
"24367","2"
"50899","5"
"119490","2"
"60522","11"
"107223","4"
"7134","4"
"25374","2"
"13624","2"
"29094","4"
"7063","4"
"59816","9"
"94429","4"
"92148","2"
"11380","4"
"52808","4"
"108516","2"
"52912","4"
"92033","2"
"62016","4"
"40779","4"
"65503","2"
"101324","4"
"68277","4"
"60521","2"
"64658","4"
"103965","4"
"8246","11"
"95905","4"
"78259","12"
"42616","2"
"57002","2"
"5990","2"
"61748","4"
"76767","4"
"118998","4"
"62539","2"
"85723","4"
"34015","2"
"50670","10"
"101561","2"
"63991","2"
"28242","2"
"97938","4"
"121510","4"
"49964","11"
"89515","2"
"94186","2"
"36916","12"
"62384","2"
"35551","4"
"93700","2"
"1800","2"
"74338","2"
"112951","4"
"107428","11"
"55002","4"
"119677","2"
"37715","2"
"2096","2"
"20983","4"
"123479","2"
"23547","2"
"26356","2"
"109287","2"
"53763","3"
"6377","2"
"17090","2"
"41382","2"
"78902","2"
"26637","2"
"117863","2"
"116777","2"
"52728","4"
"52657","2"
"110136","2"
"89500","2"
"21300","2"
"125206","2"
"117328","2"
"28776","4"
"39981","2"
"106496","4"
"34888","2"
"94633","2"
"44961","2"
"125175","2"
"100522","2"
"16964","4"
"58186","2"
"64182","9"
"115352","2"
"81975","4"
"76573","4"
"35141","2"
"71502","4"
"83097","2"
"30586","4"
"55356","4"
"33722","2"
"18481","2"
"124503","2"
"38433","11"
"99208","4"
"13622","2"
"19835","9"
"64474","4"
"85424","2"
"119654","2"
"31159","2"
"107673","4"
"81889","2"
"11397","2"
"37736","2"
"31648","15"
"92378","4"
"125632","4"
"63332","2"
"68432","4"
"53801","4"
"86525","5"
"93129","2"
"40245","4"
"23991","2"
"91684","2"
"97","2"
"55784","2"
"36138","2"
"17862","2"
"109486","2"
"58609","4"
"72934","2"
"21833","2"
"112219","2"
"119216","2"
"52022","4"
"19756","2"
"21118","2"
"50077","2"
"103248","4"
"19474","4"
"75623","4"
"62251","11"
"51066","9"
"108358","12"
"115016","2"
"47916","2"
"115488","4"
"53047","4"
"61777","2"
"22303","4"
"100405","4"
"22391","4"
"73601","2"
"63474","11"
"82143","2"
"62062","3"
"15253","2"
"73964","2"
"45524","4"
"10896","2"
"38596","9"
"89299","4"
"41097","4"
"6545","11"
"18761","2"
"83239","2"
"70570","2"
"87776","2"
"118054","4"
"14876","2"
"105391","2"
"35146","4"
"47995","2"
"31632","4"
"114926","2"
"42418","4"
"106566","2"
"47665","4"
"107988","4"
"71920","2"
"123646","4"
"37787","2"
"85905","4"
"98366","4"
"11330","2"
"117476","4"
"23928","2"
"98716","2"
"98212","2"
"61232","2"
"97666","2"
"31571","11"
"68317","4"
"57422","2"
"114120","2"
"113843","4"
"79536","2"
"22154","2"
"79671","2"
"108910","4"
"60761","2"
"109190","3"
"47030","3"
"125684","2"
"112160","2"
"36209","2"
"33911","4"
"6032","2"
"70833","4"
"22093","4"
"10738","2"
"53404","2"
"110720","4"
"64148","2"
"20526","4"
"112162","2"
"14113","2"
"33876","2"
"47113","4"
"115163","4"
"90219","4"
"91767","6"
"52470","10"
"58921","4"
"32625","2"
"76848","2"
"46070","2"
"90158","4"
"121776","2"
"88397","5"
"98539","2"
"61457","2"
"29657","2"
"75401","4"
"55057","4"
"27776","4"
"95663","9"
"62320","2"
"51003","2"
"9103","2"
"67593","4"
"73906","2"
"15682","10"
"65310","4"
"100129","2"
"51859","2"
"111897","4"
"66083","4"
"115376","2"
"92052","2"
"117974","2"
"64720","2"
"74","2"
"47529","4"
"51729","2"
"66756","4"
"112815","4"
"48968","2"
"97050","9"
"102819","4"
"42153","9"
"106208","3"
"67172","12"
"62583","2"
"104812","2"
"70763","2"
"118316","4"
"39440","3"
"3729","2"
"82665","2"
"55321","2"
"91744","4"
"79577","2"
"67641","2"
"38185","4"
"98631","2"
"122619","4"
"76820","4"
"7688","2"
"38896","4"
"11787","6"
"111693","4"
"61110","4"
"90057","4"
"102376","2"
"47356","2"
"48408","4"
"41452","2"
"124401","4"
"23269","2"
"106808","2"
"65711","2"
"43464","2"
"110646","2"
"13617","10"
"101429","2"
"86671","2"
"44509","2"
"116353","2"
"70721","2"
"101096","4"
"72485","2"
"121151","4"
"60019","2"
"53837","2"
"37240","2"
"19319","2"
"40387","2"
"44780","10"
"52258","4"
"69391","4"
"88594","4"
"78503","4"
"60793","2"
"29823","2"
"79559","2"
"75327","2"
"19198","2"
"54844","4"
"24209","2"
"71521","2"
"67269","2"
"16160","2"
"115835","2"
"120709","2"
"115618","10"
"72176","2"
"61120","4"
"34229","2"
"63948","4"
"4136","2"
"122760","2"
"40413","3"
"28122","3"
"65504","2"
"89827","4"
"9186","4"
"51154","2"
"77437","2"
"125158","2"
"27063","2"
"89136","4"
"103276","12"
"87870","4"
"81178","2"
"108492","3"
"114818","2"
"50168","4"
"90067","2"
"121367","4"
"114385","2"
"55952","2"
"103172","2"
"93534","2"
"84587","2"
"52016","4"
"30439","2"
"115852","3"
"40893","10"
"37047","4"
"116638","2"
"63919","2"
"91233","4"
"445","2"
"105540","4"
"61913","4"
"48249","2"
"91350","11"
"88356","2"
"58174","4"
"54404","2"
